codigo;Título;Marca;Preço;imagem;tamanho;Categoria;Subcategoria;Cod_marca;Column10
84;Perfume Prada Les Infusions de Figue Feminino Eau de Parfum;PRADA;1199;https://www.sephora.com.br/dw/image/v2/BFJC_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/pt_BR/dw309fadcb/images/hi-res-BR/3614273906678%201_1000.px.jpg;sw=216&sh=216&sm=fit;perfumes;feminino;30;Internacional
85;Perfume Prada Les Infusions D'Ylang Feminino Eau de Parfum;PRADA;1199;https://www.sephora.com.br/dw/image/v2/BFJC_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/pt_BR/dwc062a500/images/hi-res-BR/3614273674461%201_1000px.jpg;sw=216&sh=216&sm=fit;perfumes;feminino;30;Internacional
86;Perfume Prada Les Infusions de Vanille Feminino Eau de Parfum;PRADA;1199;https://www.sephora.com.br/dw/image/v2/BFJC_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/pt_BR/dw227f5bc7/images/hi-res-BR/3614273677141%201_1000px.jpg;sw=216&sh=216&sm=fit;perfumes;feminino;30;Internacional
87;Kit Coffret Jo Malone Colônias Duo Travel Size Unissex;JO MALONE LONDON;390;https://www.sephora.com.br/dw/image/v2/BFJC_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/pt_BR/dw8c1aabc6/images/hi-res-BR/690251108428_1_1000px.jpg;sw=216&sh=216&sm=fit;perfumes;feminino;31;Internacional
88;Perfume Chloé Signature Lumineuse Feminino Eau de Parfum;CHLOÉ;209;https://www.sephora.com.br/dw/image/v2/BFJC_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/pt_BR/dwf49f818e/images/hi-res-BR/3616303475468%20foto%202_1000px.jpg;sw=216&sh=216&sm=fit;perfumes;feminino;32;Internacional
89;Perfume Marina de Bourbon Monsieur Le Prince Intense Masculino Eau de Parfum;MARINA DE BOURBON;413;https://www.sephora.com.br/dw/image/v2/BFJC_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/pt_BR/dwcbf122d2/images/hi-res-BR/-Monsieur-Le-Prince-Intense----frasco_1000px.jpg;sw=216&sh=216&sm=fit;perfumes;masculino;33;Internacional
90;Perfume Marina de Bourbon Monsieur Le Prince Elegant Masculino Eau de Parfum;MARINA DE BOURBON;413;https://www.sephora.com.br/dw/image/v2/BFJC_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/pt_BR/dw6b2b26a4/images/hi-res-BR/-Monsieur-Le-Prince-Elegant_1000px.jpg;sw=216&sh=216&sm=fit;perfumes;masculino;33;Internacional
91;Perfume Azzaro Chrome Legend Masculino Eau de Toilette;AZZARO;349;https://www.sephora.com.br/dw/image/v2/BFJC_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/pt_BR/dwb185deb4/images/hi-res-BR/3614273962391.0_1000px.jpg;sw=216&sh=216&sm=fit;perfumes;masculino;34;Internacional
92;Perfume Ralph Lauren Polo Sport Masculino Eau de Toilette;RALPH LAUREN;399;https://www.sephora.com.br/dw/image/v2/BFJC_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/pt_BR/dw34390822/images/hi-res-BR/3360372055402.%200_1000px.jpg;sw=216&sh=216&sm=fit;perfumes;masculino;35;Internacional
93;Perfume Azzaro Chrome United Masculino Eau de Toilette;AZZARO;349;https://www.sephora.com.br/dw/image/v2/BFJC_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/pt_BR/dw5a0b56e4/images/hi-res-BR/3614273962384.0_1000px.jpg;sw=216&sh=216&sm=fit;perfumes;masculino;34;Internacional
94;Perfume Loewe Esencia Elixir Masculino Eau de Parfum;LOEWE;2435;https://www.sephora.com.br/dw/image/v2/BFJC_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/pt_BR/dw61267179/images/hi-res-BR/8426017079068_0_1000px.jpg;sw=216&sh=216&sm=fit;perfumes;masculino;36;Internacional
95;Perfume Victorio & Lucchino Aguas Sport Nº11 Evasión Polar Masculino Eau de Toilette;VICTORIO & LUCCHINO;179;https://www.sephora.com.br/dw/image/v2/BFJC_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/pt_BR/dw2f1037bd/images/hi-res-BR/_8411061070567_0065191896_0_1500px.jpg;sw=216&sh=216&sm=fit;perfumes;masculino;37;Internacional
96;Perfume Victorio & Lucchino Aguas Sport Nº10 Libertad Extrema Masculino Eau de Toilette;VICTORIO & LUCCHINO;179;https://www.sephora.com.br/dw/image/v2/BFJC_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/pt_BR/dwfb230050/images/hi-res-BR/_8411061067192_0065190758_0_1500px.jpg;sw=216&sh=216&sm=fit;perfumes;masculino;37;Internacional
97;Kit Coffret Dior Sauvage Masculino Eau de Toilette;DIOR;1005;https://www.sephora.com.br/dw/image/v2/BFJC_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/pt_BR/dwdce335f7/images/hi-res-BR/1.%203348901680592_1000px.jpg;sw=216&sh=216&sm=fit;perfumes;masculino;12;Internacional
98;Kit Coffret Carolina Herrera 212 Heroes Masculino Eau de Toilette;CAROLINA HERRERA;629;https://www.sephora.com.br/dw/image/v2/BFJC_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/pt_BR/dw77a120c9/images/hi-res-BR/_8411061074848_0065195392_0_1000px.jpg;sw=216&sh=216&sm=fit;perfumes;masculino;11;Internacional
99;Hidratante Corporal Lancôme Nutrix Royal Corps;LANCÔME;449;https://www.sephora.com.br/dw/image/v2/BFJC_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/pt_BR/dw3e5b20a5/images/hi-res-BR/PDPs/Lancome/NutrixRoyalCorpo/83C789CF-DE41-42EB-935C-8496347E0EDF_1000px.jpg;sw=216&sh=216&sm=fit;skincare;corpo-e-banho/hidratantes;18;Internacional
100;Vela Perfumada para Massagem Feito Brasil Sessão Romance;FEITO BRASIL;189;https://www.sephora.com.br/dw/image/v2/BFJC_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/pt_BR/dw466844ea/images/hi-res-BR/kv_vela_massagem_01_1000px.jpg;sw=216&sh=216&sm=fit;skincare;corpo-e-banho/hidratantes;38;Nacional
101;Hidratante Corporal Feito Brasil Sessão Romance;FEITO BRASIL;189;https://www.sephora.com.br/dw/image/v2/BFJC_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/pt_BR/dw805c0ee3/images/hi-res-BR/EAN_7908078704161_kv_hidratante_corporal_sessão_romance_1_1000px.jpg;sw=216&sh=216&sm=fit;skincare;corpo-e-banho/hidratantes;38;Nacional
102;Hidratante Corporal Sisley Black Rose Emulsion;SISLEY;1590;https://www.sephora.com.br/dw/image/v2/BFJC_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/pt_BR/dw3542ddac/images/hi-res-BR/132070_01_1000px.jpg;sw=216&sh=216&sm=fit;skincare;corpo-e-banho/hidratantes;6;Internacional
103;Óleo Multiuso 3 em 1 Korres Óleo de Oliva;KORRES;229;https://www.sephora.com.br/dw/image/v2/BFJC_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/pt_BR/dw3c5ddd9e/images/hi-res-BR/7898966820700_1500px.jpg;sw=216&sh=216&sm=fit;skincare;corpo-e-banho/hidratantes;39;Internacional
104;Hidratante Corporal Sisley Velvet Nourishing Balm;SISLEY;1450;https://www.sephora.com.br/dw/image/v2/BFJC_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/pt_BR/dwcbb44a0b/images/hi-res-BR/126920_01_1000px.jpg;sw=216&sh=216&sm=fit;skincare;corpo-e-banho/hidratantes;6;Internacional
105;Creme Hidratante Corporal Korres Pimenta Rosa;KORRES;55;https://www.sephora.com.br/dw/image/v2/BFJC_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/pt_BR/dw4c04059c/images/hi-res-BR/PDPs/Korres/AtualizacaoPDP/Outubro2023/HidratanteCorpo/PimentaRosa/7898966820441_1000px.jpg;sw=216&sh=216&sm=fit;skincare;corpo-e-banho/hidratantes;39;Internacional
106;Creme Hidratante Corporal Korres Óleo de Oliva e Bergamota;KORRES;55;https://www.sephora.com.br/dw/image/v2/BFJC_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/pt_BR/dw82c71e63/images/hi-res-BR/PDPs/Korres/AtualizacaoPDP/Outubro2023/HidratanteCorpo/OlivaBergamota/7898966820465_1000px.jpg;sw=216&sh=216&sm=fit;skincare;corpo-e-banho/hidratantes;39;Internacional
107;Loção Hidratante Corporal Korres Lavanda Marinha;KORRES;80;https://www.sephora.com.br/dw/image/v2/BFJC_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/pt_BR/dw3c01c5ae/images/hi-res-BR/PDPs/Korres/AtualizacaoPDP/Outubro2023/HidratanteCorpo/LavandaMarinha/7898966820403_1000px.jpg;sw=216&sh=216&sm=fit;skincare;corpo-e-banho/hidratantes;39;Internacional
108;Sabonete em Barra Feito Brasil Dom Tropical Graviola;FEITO BRASIL;59;https://www.sephora.com.br/dw/image/v2/BFJC_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/pt_BR/dw4b9a0f0d/images/hi-res-BR/EAN_7908078702273.jpg;sw=216&sh=216&sm=fit;skincare;corpo-e-banho/sabonetes/;38;Nacional
109;Sabonete em Barra Feito Brasil Dom Tropical Jabuticaba;FEITO BRASIL;59;https://www.sephora.com.br/dw/image/v2/BFJC_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/pt_BR/dw569f1eda/images/hi-res-BR/EAN_7908078702280.jpg;sw=216&sh=216&sm=fit;skincare;corpo-e-banho/sabonetes/;38;Nacional
110;Sabonete em Barra Feito Brasil Dom Tropical Maracujá;FEITO BRASIL;59;https://www.sephora.com.br/dw/image/v2/BFJC_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/pt_BR/dw7c353c6c/images/hi-res-BR/EAN_7908078702259-fe-1000px.jpg;sw=216&sh=216&sm=fit;skincare;corpo-e-banho/sabonetes/;38;Nacional
111;Sabonete em Barra Feito Brasil Dom Tropical Goiaba;FEITO BRASIL;59;https://www.sephora.com.br/dw/image/v2/BFJC_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/pt_BR/dwf54e7046/images/hi-res-BR/EAN_7908078702242.jpg;sw=216&sh=216&sm=fit;skincare;corpo-e-banho/sabonetes/;38;Nacional
112;Creme de Banho Feito Brasil Tigela de Açaí;FEITO BRASIL;349;https://www.sephora.com.br/dw/image/v2/BFJC_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/pt_BR/dw40093e2e/images/hi-res-BR/ean_7908078701931_creme_de_banho_tigela_de_acai_1_1500px.jpg;sw=216&sh=216&sm=fit;skincare;corpo-e-banho/sabonetes/;38;Nacional
113;Espuma de Banho Feito Brasil Tapioca Limpeza Biodetox;FEITO BRASIL;239;https://www.sephora.com.br/dw/image/v2/BFJC_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/pt_BR/dwc441e684/images/hi-res-BR/ean_7908078700477_tapioca-ziriguidum-feito-brasil-corpo-em-movimento_1sadfhsgdghdg000px.jpg;sw=216&sh=216&sm=fit;skincare;corpo-e-banho/sabonetes/;38;Nacional
114;Sabonete em Barra Korres Pimenta Rosa;KORRES;14;https://www.sephora.com.br/dw/image/v2/BFJC_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/pt_BR/dwf20b4366/images/hi-res-BR/7898966820083_1500px.jpg;sw=216&sh=216&sm=fit;skincare;corpo-e-banho/sabonetes/;39;Internacional
115;Sabonete em Barra Korres Óleo de Oliva e Flor;KORRES;15;https://www.sephora.com.br/dw/image/v2/BFJC_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/pt_BR/dw90d0ab0f/images/hi-res-BR/PDPs/Korres/AtualizacaoPDP/Outubro2023/Sabonete/Olive/7898966820991%20(2)_1000px.jpg;sw=216&sh=216&sm=fit;skincare;corpo-e-banho/sabonetes/;39;Internacional
116;Sabonete em Barra Korres Lavanda Marinha;KORRES;14;https://www.sephora.com.br/dw/image/v2/BFJC_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/pt_BR/dwe6832438/images/hi-res-BR/7898966820069_1500px.jpg;sw=216&sh=216&sm=fit;skincare;corpo-e-banho/sabonetes/;39;Internacional
117;Sabonete em Barra Korres Gardênia Grega;KORRES;14;https://www.sephora.com.br/dw/image/v2/BFJC_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/pt_BR/dw77b8a2db/images/hi-res-BR/7898966820038_1500px.jpg;sw=216&sh=216&sm=fit;skincare;corpo-e-banho/sabonetes/;39;Internacional
118;Sabonete em Barra Korres Flor de Baunilha Mediterrânea;KORRES;14;https://www.sephora.com.br/dw/image/v2/BFJC_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/pt_BR/dw600d0baf/images/hi-res-BR/7898966820021_1500px.jpg;sw=216&sh=216&sm=fit;skincare;corpo-e-banho/sabonetes/;39;Internacional
119;Sabonete em Barra Korres Algodão;KORRES;14;https://www.sephora.com.br/dw/image/v2/BFJC_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/pt_BR/dw2f8569fa/images/hi-res-BR/PDPs/Korres/AtualizacaoPDP/Outubro2023/Sabonete/Algodão/7898966820007%20(A)_1000px.jpg;sw=216&sh=216&sm=fit;skincare;corpo-e-banho/sabonetes/;39;Internacional
120;Sabonete em Barra Korres Amêndoa e Cereja;KORRES;14;https://www.sephora.com.br/dw/image/v2/BFJC_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/pt_BR/dw1fcd54f5/images/hi-res-BR/PDPs/Korres/Sabonete/AmendoaCereja/7898966820014%20(A)_1000px.jpg;sw=216&sh=216&sm=fit;skincare;corpo-e-banho/sabonetes/;39;Internacional
121;Máscara Esfoliante Clinique All About Exfoliating Mask;CLINIQUE;299;https://www.sephora.com.br/dw/image/v2/BFJC_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/pt_BR/dwf32d85c5/images/hi-res-BR/192333088999_p_1500px.jpg;sw=216&sh=216&sm=fit;skincare;mascaras/faciais/;40;Internacional
122;Hidratante Clarins Anti-Idade Extra Firming Energy;CLARINS;699;https://www.sephora.com.br/dw/image/v2/BFJC_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/pt_BR/dw49726269/images/hi-res-BR/3380810421590_2021_EF_Energy_Packshot_CMYK_1000px.jpg;sw=216&sh=216&sm=fit;skincare;mascaras/faciais/;41;Internacional
123;Máscara Hidratante Masque A La Rose Noire;SISLEY;1290;https://www.sephora.com.br/dw/image/v2/BFJC_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/pt_BR/dw5b2ccf2a/images/hi-res-BR/_2402F35F-5DAE-4943-990B-8872E7438A63__masque_creme_rose_noire_500px.jpg;sw=216&sh=216&sm=fit;skincare;mascaras/faciais/;6;Internacional
124;Máscara Facial Abeille Royale 4 unidades;GUERLAIN;759;https://www.sephora.com.br/dw/image/v2/BFJC_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/pt_BR/dw245f1289/images/hi-res-BR/guerlain_cat19_g061058_bpl_cmyk_1500px.jpg;sw=216&sh=216&sm=fit;skincare;mascaras/faciais/;2;Internacional
125;Mascara para Pescoço E Colo La Mer Neck & Decollete Concentrate;LA MER;2699;https://www.sephora.com.br/dw/image/v2/BFJC_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/pt_BR/dw634368db/images/hi-res-BR/747930077732_1500px.jpg;sw=216&sh=216&sm=fit;skincare;mascaras/faciais/;42;Internacional
